code_insee,nom_commune,dette_par_habitant,dotations,dotations_par_habitant,annee_fin,commentaire_financier,strate,dotations_par_hab_mediane_strate,commentaire_financier_joli
59063,BEAUVOIS-EN-CAMBRESIS (59),1000.66,502026.0,252.53,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 15.3 %), au-dessus de la médiane (+631 € /hab). Épargne brute : en hausse (de 6.9 %) Investissement : en hausse (de 99.0 %) Dotations par habitant : 253 € /hab (au-dessus de la médiane, +63 € /hab)."
59064,BELLAING (59),285.19,215735.0,160.64,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 41.7 %), au-dessous de la médiane (-84 € /hab). Épargne brute : en hausse (de 177.7 %) Investissement : en baisse (de 42.5 %) Dotations par habitant : 161 € /hab (au-dessous de la médiane, -28 € /hab)."
59065,BELLIGNIES (59),423.83,243616.0,292.11,2024,santé financière à surveiller — dette globalement stable depuis 2020 — investissement élevé; frais de personnel élevés; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 96.2 %), au-dessus de la médiane (+54 € /hab). Épargne brute : en hausse (de 11.6 %) Investissement : en hausse (de 402.4 %) Dotations par habitant : 292 € /hab (au-dessus de la médiane, +103 € /hab)."
59066,BERELLES (59),513.92,44858.0,263.87,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : globalement stable, au-dessus de la médiane (+194 € /hab). Épargne brute : en hausse (de 172.8 %) Investissement : en hausse (de 155.4 %) Dotations par habitant : 264 € /hab (au-dessus de la médiane, +88 € /hab)."
59067,BERGUES (59),37.05,1448087.0,399.58,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,3500-4999 hab,249.06,"Dette : en baisse (de 89.6 %), au-dessous de la médiane (-453 € /hab). Épargne brute : en baisse (de 30.0 %) Investissement : en hausse (de 258.0 %) Dotations par habitant : 400 € /hab (au-dessus de la médiane, +151 € /hab)."
59068,BERLAIMONT (59),268.54,525066.0,162.76,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 33.5 %), au-dessous de la médiane (-179 € /hab). Épargne brute : en baisse (de 46.7 %) Investissement : en hausse (de 107.9 %) Dotations par habitant : 163 € /hab (au-dessous de la médiane, -32 € /hab)."
59069,BERMERAIN (59),82.85,224004.0,289.04,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 67.4 %), au-dessous de la médiane (-287 € /hab). Épargne brute : en baisse (de 13.9 %) Investissement : en hausse (de 297.7 %) Dotations par habitant : 289 € /hab (au-dessus de la médiane, +100 € /hab)."
59071,BERSEE (59),150.2,476420.0,202.82,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 51.4 %), au-dessous de la médiane (-297 € /hab). Épargne brute : en hausse (de 11.1 %) Investissement : en hausse (de 10.4 %) Dotations par habitant : 203 € /hab (au-dessus de la médiane, +8 € /hab)."
59072,BERSILLIES (59),422.07,25650.0,100.98,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — investissement élevé; frais de personnel élevés; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 184.9 %), au-dessus de la médiane (+102 € /hab). Épargne brute : en hausse (de 51.9 %) Investissement : en hausse (de 535.0 %) Dotations par habitant : 101 € /hab (au-dessous de la médiane, -75 € /hab)."
59073,BERTHEN (59),43.31,48805.0,78.21,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 73.4 %), au-dessous de la médiane (-326 € /hab). Épargne brute : en hausse (de 11.1 %) Investissement : en baisse (de 32.7 %) Dotations par habitant : 78 € /hab (au-dessous de la médiane, -111 € /hab)."
59074,BERTRY (59),608.01,569907.0,259.64,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 26.8 %), au-dessus de la médiane (+161 € /hab). Épargne brute : globalement stable Investissement : globalement stable Dotations par habitant : 260 € /hab (au-dessus de la médiane, +65 € /hab)."
59075,BETHENCOURT (59),469.46,92265.0,127.61,2024,situation globalement saine — dette globalement stable depuis 2020 — investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : globalement stable, au-dessus de la médiane (+100 € /hab). Épargne brute : en hausse (de 57.4 %) Investissement : en hausse (de 1020.5 %) Dotations par habitant : 128 € /hab (au-dessous de la médiane, -61 € /hab)."
59076,BETTIGNIES (59),904.35,14410.0,45.89,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 65.3 %), au-dessus de la médiane (+585 € /hab). Épargne brute : en baisse (de 20.0 %) Investissement : en baisse (de 23.1 %) Dotations par habitant : 46 € /hab (au-dessous de la médiane, -130 € /hab)."
59077,BETTRECHIES (59),423.32,37973.0,143.29,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 33.6 %), au-dessus de la médiane (+104 € /hab). Épargne brute : en baisse (de 46.0 %) Investissement : en hausse (de 1070.8 %) Dotations par habitant : 143 € /hab (au-dessous de la médiane, -33 € /hab)."
59078,BEUGNIES (59),961.96,199494.0,314.66,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 12.8 %), au-dessus de la médiane (+592 € /hab). Épargne brute : en hausse (de 17.2 %) Investissement : en hausse (de 1276.0 %) Dotations par habitant : 315 € /hab (au-dessus de la médiane, +126 € /hab)."
59079,BEUVRAGES (59),896.63,9859674.0,1445.49,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : baisse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 34.1 %), au-dessus de la médiane (+318 € /hab). Épargne brute : en hausse (de 13.4 %) Investissement : en hausse (de 175.9 %) Dotations par habitant : 1 445 € /hab (au-dessus de la médiane, +1 147 € /hab)."
59080,BEUVRY-LA-FORET (59),576.53,491740.0,170.68,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 23.1 %), au-dessus de la médiane (+129 € /hab). Épargne brute : en baisse (de 34.9 %) Investissement : en hausse (de 39.8 %) Dotations par habitant : 171 € /hab (au-dessous de la médiane, -24 € /hab)."
59081,BEVILLERS (59),0.0,146054.0,259.88,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : comparaison de tendance non disponible.,500-1999 hab,189.055,"Dette : au niveau de 0 € /hab, au-dessous de la médiane (-370 € /hab). Épargne brute : en hausse (de 36.9 %) Investissement : en hausse (de 116900.0 %) Dotations par habitant : 260 € /hab (au-dessus de la médiane, +71 € /hab)."
59082,BIERNE (59),396.48,164997.0,91.36,2024,santé financière à surveiller — dette globalement stable depuis 2020 — frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 9.4 %), au-dessus de la médiane (+27 € /hab). Épargne brute : en hausse (de 137.8 %) Investissement : en hausse (de 477.9 %) Dotations par habitant : 91 € /hab (au-dessous de la médiane, -98 € /hab)."
59083,BISSEZEELE (59),645.24,41698.0,161.0,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel contenus; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 935.0 %), au-dessus de la médiane (+325 € /hab). Épargne brute : en hausse (de 31.9 %) Investissement : en baisse (de 65.1 %) Dotations par habitant : 161 € /hab (au-dessous de la médiane, -15 € /hab)."
59084,BLARINGHEM (59),0.0,70850.0,34.05,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : comparaison de tendance non disponible.,2000-3499 hab,194.55,"Dette : au niveau de 0 € /hab, au-dessous de la médiane (-447 € /hab). Épargne brute : en baisse (de 167.3 %) Investissement : en baisse (de 32.7 %) Dotations par habitant : 34 € /hab (au-dessous de la médiane, -160 € /hab)."
59085,BLECOURT (59),307.2,42190.0,134.79,2024,situation globalement saine — dette globalement stable depuis 2020 — frais de personnel contenus; pic de dette en 2021 Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : globalement stable, au-dessous de la médiane (-13 € /hab). Épargne brute : en hausse (de 112.5 %) Investissement : en hausse (de 483.1 %) Dotations par habitant : 135 € /hab (au-dessous de la médiane, -41 € /hab)."
59086,BOESCHEPE (59),0.0,990729.0,441.7,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 100.0 %), au-dessous de la médiane (-447 € /hab). Épargne brute : en baisse (de 13.8 %) Investissement : en hausse (de 124.3 %) Dotations par habitant : 442 € /hab (au-dessus de la médiane, +247 € /hab)."
59087,BOESEGHEM (59),864.19,201964.0,267.86,2024,santé financière préoccupante — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 18.9 %), au-dessus de la médiane (+495 € /hab). Épargne brute : en baisse (de 92.4 %) Investissement : en baisse (de 66.2 %) Dotations par habitant : 268 € /hab (au-dessus de la médiane, +79 € /hab)."
59088,BOIS-GRENIER (59),430.67,105226.0,57.82,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 51.0 %), au-dessus de la médiane (+61 € /hab). Épargne brute : en baisse (de 46.6 %) Investissement : en hausse (de 19.5 %) Dotations par habitant : 58 € /hab (au-dessous de la médiane, -131 € /hab)."
59089,BOLLEZEELE (59),8.51,260736.0,178.34,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel élevés; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 2172.9 %), au-dessous de la médiane (-361 € /hab). Épargne brute : en baisse (de 50.7 %) Investissement : en baisse (de 34.4 %) Dotations par habitant : 178 € /hab (au-dessous de la médiane, -11 € /hab)."
59090,BONDUES (59),0.54,835677.0,84.22,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : en hausse (de 18.4 %), au-dessous de la médiane (-578 € /hab). Épargne brute : en baisse (de 18.6 %) Investissement : en baisse (de 13.1 %) Dotations par habitant : 84 € /hab (au-dessous de la médiane, -214 € /hab)."
59091,BORRE (59),309.53,38617.0,65.01,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 56.5 %), au-dessous de la médiane (-60 € /hab). Épargne brute : en hausse (de 55.8 %) Investissement : en hausse (de 108.7 %) Dotations par habitant : 65 € /hab (au-dessous de la médiane, -124 € /hab)."
59092,BOUCHAIN (59),359.98,101300.0,25.11,2024,situation globalement saine — dette globalement stable depuis 2020 — pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,3500-4999 hab,249.06,"Dette : en hausse (de 10.2 %), au-dessous de la médiane (-130 € /hab). Épargne brute : en baisse (de 23.8 %) Investissement : en hausse (de 190.0 %) Dotations par habitant : 25 € /hab (au-dessous de la médiane, -224 € /hab)."
